,Harbor,Date,isKorean,Full_10,Empty_10,Full_20,Empty_20,Full_40,Empty_40,Full_other,Empty_other,R/T
453,Mokpo,2019-12-01,FALSE,0,0,0,0,42,0,0,0,1868
454,Mokpo,2020-01-01,TRUE,13813,613,31,39,13,60,0,0,67093
455,Mokpo,2020-01-01,FALSE,0,0,0,0,16,20,0,0,707
456,Mokpo,2020-02-01,TRUE,12920,392,1,11,21,20,0,0,64692
457,Mokpo,2020-02-01,FALSE,0,0,1,15,50,20,0,0,2238
458,Mokpo,2020-03-01,TRUE,12709,1140,49,80,51,116,0,0,66517
459,Mokpo,2020-03-01,FALSE,0,0,0,0,30,30,0,0,1335
460,Mokpo,2020-04-01,TRUE,12029,1139,56,18,32,15,0,0,62072
461,Mokpo,2020-04-01,FALSE,0,0,1,0,42,40,0,0,1882
462,Mokpo,2020-05-01,TRUE,10037,1683,1,0,21,60,0,0,49705
463,Mokpo,2020-05-01,FALSE,0,0,0,0,44,10,0,0,1951
464,Gwangyang,2018-01-01,TRUE,0,0,7588,1072,4085,361,24,0,330280
465,Gwangyang,2018-01-01,FALSE,0,0,41714,11313,41890,9998,92,60,2530434
466,Gwangyang,2018-02-01,TRUE,0,0,7845,1305,3410,709,5,0,301138
467,Gwangyang,2018-02-01,FALSE,0,0,38923,14046,47769,6892,123,2,2792171
468,Gwangyang,2018-03-01,TRUE,0,0,8008,2142,3537,536,5,0,313121
469,Gwangyang,2018-03-01,FALSE,0,0,43745,15849,46882,11674,76,23,2940644
470,Gwangyang,2018-04-01,TRUE,0,0,9105,1479,4368,287,19,0,391242
471,Gwangyang,2018-04-01,FALSE,0,120,44639,9127,45624,14518,99,104,3995606
472,Gwangyang,2018-05-01,TRUE,0,0,9333,1211,4057,739,6,0,384127
473,Gwangyang,2018-05-01,FALSE,0,0,46353,16502,46659,14043,95,108,4369785
474,Gwangyang,2018-06-01,TRUE,0,0,7455,1512,3301,448,7,0,816091
475,Gwangyang,2018-06-01,FALSE,0,0,46684,14901,50725,9997,83,25,3391872
476,Gwangyang,2018-07-01,TRUE,0,0,7901,1096,3294,624,0,0,431753
477,Gwangyang,2018-07-01,FALSE,0,0,47424,12605,50075,11294,64,142,3902644
478,Gwangyang,2018-08-01,TRUE,0,0,8469,2263,4097,1062,0,0,339481
479,Gwangyang,2018-08-01,FALSE,0,0,45082,13248,50642,14226,91,49,3353013
480,Gwangyang,2018-09-01,TRUE,0,0,8296,1667,4933,1225,0,0,377069
481,Gwangyang,2018-09-01,FALSE,0,0,43246,10420,52140,12514,124,125,3403133
482,Gwangyang,2018-10-01,TRUE,0,0,8594,1290,6393,1686,9,0,495720
483,Gwangyang,2018-10-01,FALSE,0,0,44703,13875,53588,10397,202,20,3127518
484,Gwangyang,2018-11-01,TRUE,0,0,8297,1638,6405,2283,16,0,506381
485,Gwangyang,2018-11-01,FALSE,0,0,41933,15085,50104,10787,93,7,3006541
486,Gwangyang,2018-12-01,TRUE,0,0,8367,1674,6255,2277,4,10,517559
487,Gwangyang,2018-12-01,FALSE,0,0,42713,15353,53876,15672,81,66,3576190
488,Gwangyang,2019-01-01,TRUE,0,0,8856,1347,6109,2992,1,0,483166
489,Gwangyang,2019-01-01,FALSE,0,0,42037,9962,46009,11254,208,32,2847005
490,Gwangyang,2019-02-01,TRUE,0,0,7367,1781,5726,2308,1,0,441452
491,Gwangyang,2019-02-01,FALSE,0,0,38688,8922,51259,10072,354,132,3921930
492,Gwangyang,2019-03-01,TRUE,0,0,9481,2053,7258,2563,0,0,482407
493,Gwangyang,2019-03-01,FALSE,0,0,50835,9792,56609,9727,67,33,4898313
494,Gwangyang,2019-04-01,TRUE,0,0,8990,2484,7056,1933,1,0,478696
495,Gwangyang,2019-04-01,FALSE,0,0,46091,8550,49685,9373,123,60,3066411
496,Gwangyang,2019-05-01,TRUE,0,0,8204,3461,7087,2052,3,0,488532
497,Gwangyang,2019-05-01,FALSE,0,0,46409,12177,47542,13953,72,163,3052973
498,Gwangyang,2019-06-01,TRUE,0,0,6693,2276,5636,1334,1,0,812908
499,Gwangyang,2019-06-01,FALSE,0,0,46383,11051,47793,15904,152,140,3485843
500,Gwangyang,2019-07-01,TRUE,0,0,7898,1850,5464,1843,0,0,382932
501,Gwangyang,2019-07-01,FALSE,0,0,43918,11849,48805,8826,254,21,3029640
502,Gwangyang,2019-08-01,TRUE,0,0,8932,1967,5185,2236,0,0,393477
503,Gwangyang,2019-08-01,FALSE,0,0,41389,12481,46436,10590,51,8,3990808
504,Gwangyang,2019-09-01,TRUE,0,0,7931,1827,4726,835,1,0,486025
505,Gwangyang,2019-09-01,FALSE,0,0,41204,10991,39056,10050,52,0,2552026
506,Gwangyang,2019-10-01,TRUE,0,0,9188,1206,4836,847,0,0,506164
507,Gwangyang,2019-10-01,FALSE,0,0,42316,12790,49377,9531,76,24,3270828
508,Gwangyang,2019-11-01,TRUE,0,0,10101,1973,5377,1612,2,0,524708
509,Gwangyang,2019-11-01,FALSE,0,0,40112,13889,43638,11205,29,163,2867308
510,Gwangyang,2019-12-01,TRUE,0,0,8614,2422,5112,1961,3,0,627857
511,Gwangyang,2019-12-01,FALSE,0,0,42253,12148,40939,15279,4,79,4906394
512,Gwangyang,2020-01-01,TRUE,0,0,7897,2361,4294,2239,1,0,325422
513,Gwangyang,2020-01-01,FALSE,0,0,37675,10295,37189,10799,84,11,2340278
514,Gwangyang,2020-02-01,TRUE,0,0,7161,2634,4581,1893,0,0,319360
515,Gwangyang,2020-02-01,FALSE,0,0,37310,14110,42707,13786,80,60,2655430
516,Gwangyang,2020-03-01,TRUE,0,0,8215,2015,4944,1620,0,0,361640
517,Gwangyang,2020-03-01,FALSE,0,0,42760,13881,44021,14585,120,74,2662016
518,Gwangyang,2020-04-01,TRUE,0,0,7792,2328,5282,2377,0,0,365198
519,Gwangyang,2020-04-01,FALSE,0,0,39367,13085,39023,12478,39,188,2391348
520,Gwangyang,2020-05-01,TRUE,0,0,10616,2238,7254,3282,1,0,503542
521,Gwangyang,2020-05-01,FALSE,0,0,37597,12069,35562,13832,40,16,2179756
522,Pohang,2018-01-01,TRUE,0,0,2825,503,583,348,0,0,89111
523,Pohang,2018-01-01,FALSE,0,0,1682,516,630,704,0,0,70121
524,Pohang,2018-02-01,TRUE,0,0,2318,451,683,315,0,0,75496
525,Pohang,2018-02-01,FALSE,0,0,1582,340,584,301,0,0,64380
526,Pohang,2018-03-01,TRUE,0,0,2425,325,641,337,0,7,75010
527,Pohang,2018-03-01,FALSE,0,0,1795,1065,524,650,0,0,63317
528,Pohang,2018-04-01,TRUE,0,0,2459,613,882,352,0,2,84208
529,Pohang,2018-04-01,FALSE,0,0,1362,378,586,540,9,0,59324
530,Pohang,2018-05-01,TRUE,0,0,2799,449,639,340,6,6,85821
531,Pohang,2018-05-01,FALSE,0,0,1347,634,562,643,0,0,57588
532,Pohang,2018-06-01,TRUE,0,0,2346,1024,662,338,0,0,76864
533,Pohang,2018-06-01,FALSE,0,0,1282,576,453,235,0,0,50780
534,Pohang,2018-07-01,TRUE,0,0,2561,290,809,516,0,0,91050
535,Pohang,2018-07-01,FALSE,0,0,1408,661,782,714,0,0,71426
536,Pohang,2018-08-01,TRUE,0,0,1589,285,609,273,0,0,59141
537,Pohang,2018-08-01,FALSE,0,0,2161,1216,616,564,0,0,76149
538,Pohang,2018-09-01,TRUE,0,0,2482,427,776,537,0,0,83912
539,Pohang,2018-09-01,FALSE,0,0,880,345,525,324,0,0,46504
540,Pohang,2018-10-01,TRUE,0,0,2390,576,1015,384,0,0,97252
541,Pohang,2018-10-01,FALSE,0,0,1555,1271,688,793,0,0,69372
542,Pohang,2018-11-01,TRUE,0,0,2033,443,963,750,0,0,84029
543,Pohang,2018-11-01,FALSE,0,0,1180,541,767,637,0,0,66837
544,Pohang,2018-12-01,TRUE,0,0,2823,509,579,284,9,9,81514
545,Pohang,2018-12-01,FALSE,0,0,2001,775,435,399,0,0,64480
546,Pohang,2019-01-01,TRUE,0,0,3255,726,713,459,0,0,98100
547,Pohang,2019-01-01,FALSE,0,0,1888,700,743,532,0,0,80274
548,Pohang,2019-02-01,TRUE,0,0,2035,418,757,574,0,0,74859
549,Pohang,2019-02-01,FALSE,0,0,1839,355,597,199,0,0,72183
550,Pohang,2019-03-01,TRUE,0,0,2553,391,988,424,0,0,98401
551,Pohang,2019-03-01,FALSE,0,0,1799,611,510,361,0,0,64851
552,Pohang,2019-04-01,TRUE,0,0,2527,407,848,549,0,0,88808
553,Pohang,2019-04-01,FALSE,0,0,1290,654,535,568,0,0,56819
554,Pohang,2019-05-01,TRUE,0,0,2297,339,818,541,0,0,83833
555,Pohang,2019-05-01,FALSE,0,0,2161,872,661,613,0,0,79374
556,Pohang,2019-06-01,TRUE,0,0,2366,275,1104,615,0,10,100622
557,Pohang,2019-06-01,FALSE,0,0,1649,333,554,312,0,0,64184
558,Pohang,2019-07-01,TRUE,0,0,2617,518,894,662,6,17,96084
559,Pohang,2019-07-01,FALSE,0,0,2004,913,546,750,4,0,71020
560,Pohang,2019-08-01,TRUE,0,0,2621,380,317,263,0,0,64772
561,Pohang,2019-08-01,FALSE,0,0,1082,973,1189,709,10,0,85230
562,Pohang,2019-09-01,TRUE,0,0,2465,280,939,190,1,0,97544
563,Pohang,2019-09-01,FALSE,0,0,707,467,598,660,0,0,43404
564,Pohang,2019-10-01,TRUE,0,0,2863,12,622,229,0,6,86477
565,Pohang,2019-10-01,FALSE,0,0,752,51,926,845,0,0,64184
566,Pohang,2019-11-01,TRUE,0,0,1750,525,688,161,0,0,69326
567,Pohang,2019-11-01,FALSE,0,0,2011,1090,886,938,0,0,87811
568,Pohang,2019-12-01,TRUE,0,0,3121,231,518,197,0,0,87295
569,Pohang,2019-12-01,FALSE,0,0,1411,550,442,589,0,0,39178
570,Pohang,2020-01-01,TRUE,0,0,1453,492,509,105,0,0,57541
571,Pohang,2020-01-01,FALSE,0,0,1742,474,489,457,0,0,61804
572,Pohang,2020-02-01,TRUE,0,0,2742,167,826,348,0,0,98296
573,Pohang,2020-02-01,FALSE,0,0,1707,227,871,397,0,0,80338
574,Pohang,2020-03-01,TRUE,0,0,3091,424,623,418,0,0,90282
575,Pohang,2020-03-01,FALSE,0,0,1347,472,673,844,0,0,65481
576,Pohang,2020-04-01,TRUE,0,0,2161,223,617,536,0,0,71970
577,Pohang,2020-04-01,FALSE,0,0,764,176,372,233,0,0,37140
578,Pohang,2020-05-01,TRUE,0,0,1847,148,72,1,0,0,41181
579,Pohang,2020-05-01,FALSE,0,0,871,93,24,5,0,0,19158
580,Masan,2018-01-01,TRUE,13,21,116,122,469,110,0,0,17481
581,Masan,2018-01-01,FALSE,3,0,11,11,17,11,0,0,843
582,Masan,2018-02-01,TRUE,22,11,101,183,430,111,0,0,15798
583,Masan,2018-02-01,FALSE,0,0,0,0,0,0,0,0,0
584,Masan,2018-03-01,TRUE,23,26,212,143,538,108,0,0,22010
585,Masan,2018-03-01,FALSE,0,0,0,0,0,0,0,0,0
586,Masan,2018-04-01,TRUE,14,1,172,210,572,159,0,0,21506
587,Masan,2018-04-01,FALSE,0,45,2,22,0,91,0,0,31
588,Masan,2018-05-01,TRUE,0,0,230,214,703,262,0,0,27133
589,Masan,2018-05-01,FALSE,0,0,0,0,0,0,0,0,0
590,Masan,2018-06-01,TRUE,0,0,159,173,605,76,0,0,21442
591,Masan,2018-06-01,FALSE,0,0,0,0,0,0,0,0,0
592,Masan,2018-07-01,TRUE,0,0,163,156,564,143,0,0,20667
593,Masan,2018-07-01,FALSE,0,0,0,0,0,0,0,0,0
594,Masan,2018-08-01,TRUE,0,0,89,113,505,73,0,0,17637
595,Masan,2018-08-01,FALSE,0,0,0,0,0,0,0,0,0
596,Masan,2018-09-01,TRUE,0,0,140,190,614,117,0,0,22531
597,Masan,2018-09-01,FALSE,0,0,2,0,0,0,0,0,21
598,Masan,2018-10-01,TRUE,0,0,80,151,633,220,0,0,20783
599,Masan,2018-10-01,FALSE,0,0,0,0,0,0,0,0,0
600,Masan,2018-11-01,TRUE,6,3,142,135,462,56,0,0,17059
601,Masan,2018-11-01,FALSE,0,0,5,0,0,0,0,0,68
602,Masan,2018-12-01,TRUE,21,9,113,147,538,124,0,0,17935
603,Masan,2018-12-01,FALSE,0,0,0,0,0,0,0,0,0
604,Masan,2019-01-01,TRUE,34,42,104,198,365,133,0,0,14546
605,Masan,2019-01-01,FALSE,0,0,0,0,0,0,0,0,0
606,Masan,2019-02-01,TRUE,20,33,125,93,389,138,0,0,15376
607,Masan,2019-02-01,FALSE,0,0,0,0,0,0,0,0,0
608,Masan,2019-03-01,TRUE,39,24,142,127,499,94,0,0,19109
609,Masan,2019-03-01,FALSE,0,0,0,0,0,0,0,0,0
610,Masan,2019-04-01,TRUE,9,30,81,51,461,129,0,0,15532
611,Masan,2019-04-01,FALSE,0,0,0,0,0,0,0,0,0
612,Masan,2019-05-01,TRUE,0,0,123,109,566,246,0,0,20832
613,Masan,2019-05-01,FALSE,0,0,0,12,4,0,0,0,0
614,Masan,2019-06-01,TRUE,0,5,175,135,427,101,0,0,17188
615,Masan,2019-06-01,FALSE,0,0,0,22,0,3,0,0,0
616,Masan,2019-07-01,TRUE,0,0,100,108,376,113,0,0,14787
617,Masan,2019-07-01,FALSE,0,0,42,16,0,0,0,0,579
618,Masan,2019-08-01,TRUE,0,0,53,58,306,49,0,0,11484
619,Masan,2019-08-01,FALSE,0,0,0,12,0,0,0,0,0
620,Masan,2019-09-01,TRUE,0,0,48,60,234,1,0,0,8410
621,Masan,2019-09-01,FALSE,0,0,1,0,0,2,0,0,3
622,Masan,2019-10-01,TRUE,0,0,61,109,299,0,0,0,10408
623,Masan,2019-10-01,FALSE,0,0,10,0,0,0,0,0,148
624,Masan,2019-11-01,TRUE,3,0,96,42,219,31,0,0,8665
625,Masan,2019-11-01,FALSE,0,0,0,0,0,0,0,0,0
626,Masan,2019-12-01,TRUE,4,0,80,56,262,61,0,0,10097
627,Masan,2019-12-01,FALSE,6,0,33,20,19,42,0,0,1391
628,Masan,2020-01-01,TRUE,0,12,82,136,277,44,0,0,10173
629,Masan,2020-01-01,FALSE,0,0,17,0,3,0,0,0,395
630,Masan,2020-02-01,TRUE,0,0,91,122,278,41,0,0,10063
631,Masan,2020-02-01,FALSE,0,0,18,10,8,1,0,0,590
632,Masan,2020-03-01,TRUE,7,0,110,162,280,48,0,0,10852
633,Masan,2020-03-01,FALSE,3,0,19,22,8,1,0,0,617
634,Masan,2020-04-01,TRUE,4,15,111,121,276,213,0,0,11037
635,Masan,2020-04-01,FALSE,0,0,0,0,0,1,0,0,0
636,Masan,2020-05-01,TRUE,0,0,101,133,283,195,0,0,11857
637,Masan,2020-05-01,FALSE,0,0,0,0,8,0,0,0,159
638,Ulsan,2018-01-01,TRUE,0,0,6228,3289,1154,1022,0,0,176927
639,Ulsan,2018-01-01,FALSE,0,0,10411,6724,2301,1876,0,0,316279
640,Ulsan,2018-02-01,TRUE,0,0,5931,3048,971,994,0,0,167950
641,Ulsan,2018-02-01,FALSE,0,0,8497,6142,2213,1815,0,0,272276
642,Ulsan,2018-03-01,TRUE,0,0,6054,2303,1056,738,0,0,167903
643,Ulsan,2018-03-01,FALSE,0,0,10737,6411,3422,2438,0,0,371517
644,Ulsan,2018-04-01,TRUE,0,0,4987,3009,799,637,0,0,137762
645,Ulsan,2018-04-01,FALSE,0,0,11626,7686,3445,3083,0,0,398019
646,Ulsan,2018-05-01,TRUE,0,0,6212,2466,852,325,0,0,162176
647,Ulsan,2018-05-01,FALSE,0,0,11120,6325,2708,1815,0,0,469462
648,Ulsan,2018-06-01,TRUE,0,0,4982,3417,714,574,0,0,131654
649,Ulsan,2018-06-01,FALSE,0,0,11841,10313,3066,2117,0,0,820198
650,Ulsan,2018-07-01,TRUE,0,0,4328,2233,564,590,0,0,113227
651,Ulsan,2018-07-01,FALSE,0,0,12210,7831,2983,2630,0,0,388232
652,Ulsan,2018-08-01,TRUE,0,0,4691,3754,713,580,0,0,178102
653,Ulsan,2018-08-01,FALSE,0,0,12233,7588,2819,1938,0,0,566542
654,Ulsan,2018-09-01,TRUE,0,0,6271,3428,882,971,0,0,165669
655,Ulsan,2018-09-01,FALSE,0,0,10163,6127,3087,2869,0,0,341711
656,Ulsan,2018-10-01,TRUE,0,0,7952,5247,1138,607,0,0,212435
657,Ulsan,2018-10-01,FALSE,0,0,10084,6794,2788,2781,0,0,334787
658,Ulsan,2018-11-01,TRUE,0,0,6682,3706,883,403,0,0,198369
659,Ulsan,2018-11-01,FALSE,0,0,9146,7188,2898,2370,0,0,319263
660,Ulsan,2018-12-01,TRUE,0,0,6681,4615,987,298,0,0,175166
661,Ulsan,2018-12-01,FALSE,0,0,9648,7018,3084,3186,0,0,1004675
662,Ulsan,2019-01-01,TRUE,0,0,5587,2890,608,152,0,0,139272
663,Ulsan,2019-01-01,FALSE,0,0,9475,6793,3145,3113,0,0,697983
664,Ulsan,2019-02-01,TRUE,0,0,5858,3117,968,580,0,0,166633
665,Ulsan,2019-02-01,FALSE,0,0,10497,6516,3055,2176,0,0,354287
666,Ulsan,2019-03-01,TRUE,0,0,6281,3387,929,530,0,0,560983
667,Ulsan,2019-03-01,FALSE,0,0,11352,7347,3285,3270,0,0,382688
668,Ulsan,2019-04-01,TRUE,0,0,5586,3520,1198,769,0,0,161354
669,Ulsan,2019-04-01,FALSE,0,0,10973,7193,3440,3176,0,0,384175
670,Ulsan,2019-05-01,TRUE,0,0,3895,3629,940,917,0,0,118672
671,Ulsan,2019-05-01,FALSE,0,0,12690,7312,3434,2723,0,0,419580
672,Ulsan,2019-06-01,TRUE,0,0,4524,2056,787,561,0,0,126273
673,Ulsan,2019-06-01,FALSE,0,0,14207,8356,3584,2978,0,0,534313
674,Ulsan,2019-07-01,TRUE,0,0,5757,3509,1107,743,0,0,165124
675,Ulsan,2019-07-01,FALSE,0,0,12505,8522,3346,2587,0,0,406041
676,Ulsan,2019-08-01,TRUE,0,0,6730,3382,1021,892,0,0,183150
677,Ulsan,2019-08-01,FALSE,0,0,12132,7237,3080,2665,0,0,388133
678,Ulsan,2019-09-01,TRUE,0,0,7831,3485,1109,950,0,0,232933
679,Ulsan,2019-09-01,FALSE,0,0,9939,6659,3005,3091,0,0,346005
680,Ulsan,2019-10-01,TRUE,0,0,7332,2526,1107,294,0,0,195970
681,Ulsan,2019-10-01,FALSE,0,0,10788,7522,3076,2263,0,0,359370
682,Ulsan,2019-11-01,TRUE,0,0,6078,2887,1150,617,0,0,172954
683,Ulsan,2019-11-01,FALSE,0,0,9908,5243,3076,2807,0,0,339657
684,Ulsan,2019-12-01,TRUE,0,0,6796,4855,889,832,0,0,180899
685,Ulsan,2019-12-01,FALSE,0,0,11955,6405,3370,2718,0,0,394088
686,Ulsan,2020-01-01,TRUE,0,0,4530,3006,625,565,0,0,123318
687,Ulsan,2020-01-01,FALSE,0,0,8980,5966,2769,3034,0,0,313145
688,Ulsan,2020-02-01,TRUE,0,0,6700,4038,714,384,0,0,171424
689,Ulsan,2020-02-01,FALSE,0,0,12799,9000,3069,2295,0,0,402930
690,Ulsan,2020-03-01,TRUE,0,0,5129,3014,642,599,0,0,133327
691,Ulsan,2020-03-01,FALSE,0,0,12136,7000,3203,2300,0,0,388969
692,Ulsan,2020-04-01,TRUE,0,0,6065,3147,686,822,0,0,152964
693,Ulsan,2020-04-01,FALSE,0,0,11019,8799,2607,2273,0,0,336546
694,Ulsan,2020-05-01,TRUE,0,0,6658,4960,877,457,0,0,172761
695,Ulsan,2020-05-01,FALSE,0,0,12788,10519,3870,2678,0,0,423588
